"","avg_load","Max Load","Average Net Load","Max Net Load","Data Center Load Avg","Data Center Load Max","Mid Atlantic Load Average","Mid Atlantic Load Max","Generation Outages","DA_LMP","RT LMP","Solar Forecast","Wind Forecast","Henry (GASPRICE) Average","TETCO-M3 (GASPRICE) Average","is weekend?","Season","DA/L-AVG","DA/L-Max","DA/NL-Avg","DA/NL-max","DA/Dom-Avg","DA/Dom-max","DA/MidA-Avg","DA/Mid-Anax","Outage/L-Avg","Outage/L-Max","GasBlend","BlendHR","BlendHR/Load","GB/NLA","time","load_lag1","load_lag2","load_slide3","load_slide7","load_slide14","load_slide30","pred_load"
"182",102941.3125,114935,99713.758125,111297.592,23977.3125,27015,34472.625,38903,10390,32.786389,28.661387,2043.119188,1184.435188,2.52,1.57,TRUE,3,0.000318495929416093,0.00028526026884761,0.00032880506779114,0.000294583093945105,0.00136739215456278,0.00121363646122525,0.000951084781040028,0.00084277276816698,0.101249791127347,0.0906482915299952,2.045,16.0324640586797,0.000155743730765816,0.000160784874225497,2023-07-01,113051.125,110722.3125,105029.708333333,101888.267857143,98487.2991071429,95384.1208333333,104093.805605159
"183",100842.4375,112988,96226.8235,107892.255,25115.1875,28713,34798.625,39413,12156,32.051934,38.116979,1805.337063,2810.276938,2.52,1.57,TRUE,3,0.00031784172214203,0.000283675558466386,0.000333087312187958,0.000297073538781815,0.00127619728102767,0.00111628649043987,0.000921068979018568,0.000813232537487631,0.120862329750806,0.107924000592983,2.045,15.6733173594132,0.000155423825008328,0.000162878881265505,2023-07-02,102941.3125,113051.125,108963.125,104382.723214286,100081.008928571,95893.2854166667,104218.763343254
"184",115565.4375,128090,112277.452938,124098.693,27547.75,30639,41963.625,47407,12110,38.814124,38.23664,2164.797875,1123.186688,2.52,1.57,FALSE,3,0.000335862735776862,0.000303022281208525,0.000345698294575967,0.00031276819329596,0.00140897619587807,0.00126682084924443,0.000924946879589168,0.000818742464193052,0.105124978426184,0.0948414133812163,2.045,18.9800117359413,0.000164236056614603,0.000169045620819544,2023-07-03,100842.4375,102941.3125,108904.916666667,105415.741071429,101396.941964286,95862.05625,102560.56765873
"185",109776.6875,124686,106621.114563,121036.325,25742.875,28983,38588.5625,43482,12803,37.731871,47.76119,2462.665,692.907938,2.52,1.57,FALSE,3,0.000343714789171426,0.000302615137224708,0.000353887418591044,0.000311740058201536,0.00146572094220245,0.00130186216057689,0.000977799341449944,0.000867758405777103,0.116971391316576,0.103064988771795,2.045,18.4507926650367,0.00016807569152637,0.000173050082440608,2023-07-04,115565.4375,100842.4375,105611.625,105778.875,102284.290178571,95526.68125,104268.224404762
"186",122540.25,138979,119547.615813,134683.759,26778.625,29841,44059.1875,50355,11857,46.68051,77.471576,2089.560563,903.073625,2.52,1.45,FALSE,3,0.000380940221682264,0.000335881751919355,0.000390476294174022,0.000346593459720708,0.00174320040704106,0.00156430783150699,0.00105949547980203,0.000927028299076556,0.0971409843704416,0.0858724812813447,1.985,23.5166297229219,0.000191909431577967,0.000196713498324445,2023-07-05,109776.6875,115565.4375,106449.729166667,106784.205357143,102846.013392857,96240.1354166667,106277.034722222
"187",121420.625,135273,118050.603063,130812.456,26933.4375,29719,45406.625,51718,14838,41.587615,83.20853,2169.624813,1200.397125,2.64,1.77,FALSE,3,0.000342508655345828,0.000307434706112824,0.000352286340949957,0.000317917851798456,0.00154408864445914,0.00139936118308153,0.000915893110311546,0.000804122645887312,0.122545799900141,0.110304410562344,2.205,18.8605963718821,0.000155332723512847,0.000159767048049867,2023-07-06,122540.25,109776.6875,108728.1875,108002.178571429,103303.96875,97090.58125,108240.308928571
"188",115218.8125,128033,112474.119625,124598.961,26586.25,29627,43264.5,48689,17071,44.933413,48.66313,2309.611938,435.080938,2.52,1.59,FALSE,3,0.000389983302422944,0.000350951809299165,0.000399500019647298,0.000360624299266829,0.0016900996943909,0.00151663729030952,0.00103857465127298,0.000922865801310358,0.148551551969866,0.133712895347293,2.055,21.8654077858881,0.000189772896556177,0.000194403902504768,2023-07-07,121420.625,122540.25,115960.791666667,110777.080357143,105054.174107143,98078.3083333333,112305.204910714
"189",104741.6875,116425,102495.024063,113502.712,25080.625,27768,39828.625,44606,17408,38.756635,33.88294,1830.474063,416.189375,2.49,1.59,TRUE,3,0.000370021105493455,0.000332889284947391,0.000378131868881534,0.000341459990841452,0.00154528186598221,0.00139573015701527,0.000973084935771697,0.000868865959736358,0.166569367473672,0.149812178999356,2.04,18.9983504901961,0.000181382894849733,0.000185358759255654,2023-07-08,115218.8125,121420.625,117912.520833333,112305.410714286,107096.839285714,98937.7041666667,112148.652083333
"190",98284.375,108227,96043.042375,105378.16,23562.125,25719,35928.5625,39032,16883,31.264736,33.288057,1577.386563,663.946063,2.49,1.59,TRUE,3,0.000318104846268799,0.00028888111099818,0.000325528380056172,0.000296690851311126,0.00132690646535489,0.0012156279793149,0.000870191675494949,0.000801002664480426,0.172095154860577,0.15630376945679,2.04,15.3258509803922,0.00015593374817098,0.000159572735321653,2023-07-09,104741.6875,115218.8125,119726.5625,112615.080357143,108498.901785714,99773.6791666667,110095.787301587
"191",108801.375,121961,105338.16725,117526.887,24560.4375,27442,37126.3125,41201,16470,41.106114,38.671827,2452.39325,1010.8145,2.49,1.5,FALSE,3,0.000377808773096847,0.000337043103943064,0.000390230009436584,0.000349759234242289,0.00167367189611341,0.00149792704613366,0.0011071962506376,0.000997696997645688,0.151754572164185,0.135360253089102,1.995,20.6045684210526,0.000189377831126239,0.00019560401475518,2023-07-10,98284.375,104741.6875,113793.708333333,112872.276785714,109144.008928571,100363.65625,106533.28546627
"192",116839.0625,133547,112316.48375,128262.314,26822.8125,30560,41361.75,48343,13383,44.676922,37.224272,3025.4965,1497.08225,2.57,1.72,FALSE,3,0.000382380010965939,0.000334540813346612,0.000397777071613498,0.000348324621681159,0.00166563152167581,0.00146194116492147,0.00108015067060751,0.00092416527728937,0.114924552069219,0.100490645780137,2.145,20.8284018648019,0.00017826573937806,0.000185443856230069,2023-07-11,108801.375,98284.375,106081.625,112506.839285714,109142.857142857,100829.258333333,105941.054960317
"193",120899.1875,138805,116037.236813,133389.656,28083.9375,31948,45794.125,54581,14977,49.676939,38.360259,2869.872875,1992.077813,2.59,1.97,FALSE,3,0.000410895557093798,0.000357890126436368,0.000428112047170314,0.000372419724959782,0.00176887372007575,0.00155493110679855,0.0010847884745041,0.000910150766750334,0.124290967124986,0.108175932127805,2.28,21.7881311403509,0.000180217349602543,0.000187768441741366,2023-07-12,116839.0625,108801.375,103942.479166667,111540.544642857,109162.375,101631.822916667,108652.943204365
"194",123445.9375,139091,119562.102625,134379.768,29147.0625,32845,46940.6875,54011,16143,50.670894,65.488804,2412.974813,1470.860063,2.55,1.82,FALSE,3,0.000410470324306946,0.000364300306993263,0.000423803972057321,0.000377072343211666,0.00173845628526031,0.00154272778200639,0.0010794663797798,0.000938158782470238,0.131180265806641,0.116531542687881,2.185,23.1903405034325,0.000187858271994026,0.000193960627943854,2023-07-13,120899.1875,116839.0625,107974.9375,112549.455357143,110275.816964286,102564.104166667,111850.427331349
"195",117040.75,129623,113947.033688,125566.212,26580.625,28973,41503.8125,45958,15113,46.294655,56.030364,2026.68475,1067.031563,2.5,1.62,FALSE,3,0.00039554304804096,0.000357148461307021,0.000406282230450685,0.000368687199069125,0.00174166916692139,0.00159785507196355,0.00111543138356265,0.00100732527525132,0.129521509858746,0.117024219189496,2.06,22.4731334951456,0.000192011188369398,0.000197224383713925,2023-07-14,123445.9375,120899.1875,115513.208333333,112315.017857143,111546.049107143,103491.147916667,114535.091369048
"196",111483.5625,125578,108591.858125,121782.612,26228.6875,29625,41557.375,47793,15943,38.099811,36.981876,1888.436375,1003.268,2.49,1.62,TRUE,3,0.000341752722514586,0.000303395586806606,0.000350853292851324,0.000312850992225393,0.00145260074489049,0.00128606956962025,0.000916800231005929,0.000797183918147009,0.143349382210494,0.127251444329421,2.055,18.5400540145985,0.000166303027987633,0.000170731529368041,2023-07-15,117040.75,123445.9375,120394.729166667,112604.348214286,112454.879464286,104594.808333333,115089.242113095
"197",106285.8125,120590,101615.496563,115095.854,25341.9375,28747,37405.625,41925,12663,36.802632,28.010285,2321.290688,2349.02525,2.49,1.62,TRUE,3,0.000346261002615001,0.000305188091881582,0.000362175389038058,0.000319756365854847,0.00145224223680608,0.00128022513653599,0.000983879617036208,0.000877820679785331,0.119487279941526,0.10524098420267,2.055,17.9088233576642,0.000168496838255475,0.000176241065225333,2023-07-16,111483.5625,117040.75,120461.958333333,112864.625,112739.852678571,105497.2125,113347.993501984
"198",120288.0625,134809,115891.473375,129027.075,28189.75,31763,46546.5625,53511,15848,46.770615,34.959594,2710.496063,1686.093063,2.49,1.55,FALSE,3,0.000388821750287981,0.00034693985564762,0.000403572529004445,0.000362486826892728,0.00165913550137905,0.00147248732802317,0.00100481351335021,0.000874037394180636,0.132139218843931,0.11781824354457,2.02,23.1537698019802,0.00019248601499405,0.00019978838069527,2023-07-17,106285.8125,111483.5625,117323.416666667,113827.75,113350.013392857,106057.160416667,111387.952579365
"199",117413.6875,131364,114061.42,127361.866,27863.5625,31309,44353.375,49921,11425,41.096432,32.714894,2845.45625,506.81125,2.43,1.69,FALSE,3,0.00035001397941786,0.000312843945068664,0.000360300897533978,0.000322674543728811,0.00147491664068441,0.00131260762081191,0.000926568316390805,0.00082322934236093,0.0976555346837225,0.0872211176121312,2.06,19.9497242718447,0.000169909698746534,0.000174903348317465,2023-07-18,120288.0625,106285.8125,111603.375,114970.8125,113738.825892857,106575.38125,112243.711607143
"200",116464,130883,114074.717313,128069.657,26785.8125,29603,42257.5,47475,12490,38.872892,43.736901,1929.305438,459.97725,2.52,1.79,FALSE,3,0.000333776033795851,0.000297004897503877,0.000340766936930818,0.000303529289533429,0.00145124931341918,0.00131314028983549,0.000919905152931432,0.000818807625065824,0.107577216066767,0.0957629096292108,2.155,18.0384649651972,0.00015488447043891,0.000158128509016621,2023-07-19,117413.6875,120288.0625,112685.8125,116611.767857143,114076.15625,107767.708333333,114807.199156746
"201",117028.0625,131073,112408.943313,124461.304,26507.8125,29464,40783.4375,46210,12126,39.089239,57.445004,2120.59325,2498.525938,2.51,1.62,FALSE,3,0.000334015945961679,0.000298224950981514,0.000347741361567264,0.000314067406846388,0.00147463088476275,0.00132667794596796,0.000958458663519964,0.000845904328067518,0.103950189203551,0.0929515995208777,2.065,18.929413559322,0.000161751063419699,0.0001683977537856,2023-07-20,116464,117413.6875,114662.520833333,116693.857142857,114621.65625,108734.179166667,114764.983482143
"202",111658.4375,123128,107949.244938,118636.785,27167.5,30380,39326.125,43587,17353,36.769016,48.44422,2528.980375,1180.212188,2.62,1.64,FALSE,3,0.000329299037522355,0.00029862432590475,0.000340613924822893,0.00030992930228175,0.00135341919573019,0.00121030335747202,0.000934976837916271,0.000843577580471241,0.155740751933771,0.141328083133,2.13,17.2624488262911,0.000154600487099697,0.000159912640761922,2023-07-21,117028.0625,116464,118055.25,116060.258928571,114187.638392857,109026.26875,115136.913095238
"203",101806,115439,98827.47625,111723.527,24147.9375,27140,35699.25,40761,18128,33.515014,36.682484,2718.40125,260.1225,2.61,1.64,TRUE,3,0.000329204703062688,0.000290326614055908,0.000339126478502986,0.000299981703943163,0.00138790379095523,0.00123489366249079,0.000938815633381654,0.000822232378989721,0.178393365950926,0.157353082441809,2.125,15.7717712941176,0.000154919860264794,0.000159588931060229,2023-07-22,111658.4375,117028.0625,116968.583333333,115143.419642857,113873.883928571,109481.69375,114025.680109127
"204",103851.1875,120255,100399.767688,116040.002,23935.8125,27389,36864.5,42950,16727,35.716804,33.703264,2934.23875,517.181063,2.61,1.64,TRUE,3,0.000343922923365705,0.000297008889443266,0.000355745882908741,0.000307797340437826,0.00149219100040995,0.00130405651904049,0.000968867175738176,0.000831590314318976,0.161410930462398,0.139376352451042,2.125,16.8079077647059,0.000161846081583861,0.000167409827251172,2023-07-23,101806,111658.4375,115050.166666667,114374.517857143,113619.571428571,109935.729166667,111074.070436508
"205",117607,132423,115043.174813,128879.447,24487.875,26940,41281.5625,46120,12490,48.308645,46.991848,2150.911625,412.913563,2.61,1.48,FALSE,3,0.000410763347419796,0.000364805547374701,0.000419917522951923,0.000374835911578671,0.00197275774235208,0.00179319394951745,0.00117022326855966,0.00104745544232437,0.106611924842909,0.0946738243960641,2.045,23.6228092909535,0.000200862272576918,0.00020533864203028,2023-07-24,103851.1875,101806,110164.166666667,112992.008928571,113409.879464286,110235.152083333,108743.06577381
"206",121506.9375,137462,118044.891563,133529.032,25927.375,29032,41635.125,46658,12266,45.630553,35.324711,2652.481125,809.564813,2.67,1.84,FALSE,3,0.000375538664201787,0.000331950306266459,0.000386552542815012,0.000341727580261347,0.00175993724779311,0.00157173301873794,0.00109596291592736,0.000977979188992241,0.10132450711302,0.0894889111972763,2.255,20.2352784922395,0.000166535992994141,0.000171420196370294,2023-07-25,117607,103851.1875,105771.875,112644.205357143,113807.508928571,110510.527083333,110698.717311508
"207",127640.5625,146359,120444.63425,137878.783,27387.9375,31542,43475,50868,11282,51.495504,36.746595,2736.946688,4458.981563,2.65,1.91,FALSE,3,0.000403441531370563,0.000351843781386864,0.000427545023658868,0.000373483888380419,0.00188022570155201,0.00163260110329085,0.00118448542840713,0.00101233592828497,0.0887922716887118,0.0773355010282935,2.28,22.5857473684211,0.000176948040074808,0.000187519747218802,2023-07-26,121506.9375,117607,107754.729166667,112261.196428571,114436.482142857,111240.420833333,114134.461011905
"208",136719.1875,153286,132445.54825,148716.086,29873.625,33683,48773.375,55248,11567,142.614286,60.592442,2926.368813,1347.270438,2.61,1.92,FALSE,3,0.00104311829676431,0.000930380373941521,0.00107677674247537,0.000958970141266359,0.00477391966994297,0.00423401377549506,0.00292401922155274,0.00258134748769186,0.0856471904208764,0.0758555408974075,2.265,62.9643646799117,0.00046053787936614,0.000475398120298179,2023-07-27,127640.5625,121506.9375,114321.708333333,112845.946428571,114769.901785714,112013.96875,117183.170882937
"209",138288.25,154938,133148.137625,148626.047,30515,34035,49636.8125,55942,11979,131.324672,35.590234,2880.276688,2259.835688,2.48,1.62,FALSE,3,0.000949644470878762,0.000847594986381649,0.000986304985878694,0.000883591232161345,0.00430361042110437,0.00385851834875863,0.00264571122490994,0.00234751478316828,0.0875730560767093,0.0775445031819179,2.05,64.0608156097561,0.000463241205306713,0.00048112438335546,2023-07-28,136719.1875,127640.5625,122251.5,114442.598214286,115251.428571429,112651.05,121492.721130952
"210",120458.8125,133678,116746.71625,128636.05,28505.0625,31823,45039.5625,50549,14262,42.654984,29.128776,2186.12475,1525.9715,2.52,1.62,TRUE,3,0.000354104304323936,0.000319087538712428,0.000365363458349091,0.000331594323675206,0.00149640029731561,0.00134038223926091,0.000947055913342853,0.000843834378523809,0.118751419569241,0.106907110938225,2.07,20.6062724637681,0.000171064881315911,0.000176504086158981,2023-07-29,138288.25,136719.1875,128622.229166667,117255.616071429,116199.517857143,113833.327083333,125153.021279762
"211",103814.75,116584,99898.845875,111355.31,24985.1875,27993,36413.0625,40837,14136,31.027774,35.433636,2750.774188,1165.129938,2.52,1.62,TRUE,3,0.000298876354275284,0.000266140928429287,0.000310591916535492,0.000278637579114997,0.00124184675420186,0.00110841188868646,0.000852105587109022,0.00075979562651517,0.136464498291428,0.121555561963906,2.07,14.9892628019324,0.000144384712210282,0.000150044404123426,2023-07-30,120458.8125,138288.25,134216,121059.875,117717.196428571,115005.7375,124457.645238095
"212",107561.5,120358,104309.414125,116211.488,24708.25,27754,37048.375,42063,17586,34.142207,34.089851,2789.40875,462.677125,2.52,1.24,FALSE,3,0.000317420331624234,0.000283672103225378,0.000327316640462436,0.000293793734058375,0.00138181404996307,0.00123017247964257,0.000921557477217287,0.000811692152247819,0.16381458242029,0.146397330056997,1.88,18.1607484042553,0.000168840601927784,0.000174104595990658,2023-07-31,103814.75,120458.8125,131822.083333333,123724.5625,118358.285714286,115330.2875,118918.130257937
"213",106859.4375,120259,103232.772688,116168.409,24241.5625,27256,36240,41025,20263,37.726582,27.264408,2998.83675,627.828063,2.57,1.18,FALSE,3,0.000353048667320563,0.000313711090230253,0.00036545160047208,0.000324757671425112,0.00155627682827788,0.00138415695626651,0.00104102047461369,0.000919599804996953,0.189975982065225,0.168721379755361,1.875,20.1208437333333,0.000188292622570967,0.000194907520251776,2023-08-01,107561.5,103814.75,120853.9375,123719.357142857,118181.78125,115022.408333333,114858.955704365
"214",108113.375,123211,104463.690938,119283.881,24153.8125,27448,35425.125,40773,18404,32.20769,28.826604,2737.562813,912.12125,2.49,1.11,FALSE,3,0.000297906618861912,0.000261402715666621,0.000308314685330384,0.000270008736553433,0.00133344125280429,0.00117340753424658,0.000909176467267229,0.000789926912417531,0.170526613289059,0.149603741581515,1.8,17.8931611111111,0.000165503677145507,0.000171285936294658,2023-08-02,106859.4375,107561.5,110611.6875,122284.285714286,117272.741071429,115176.414583333,113294.344394841
"215",110916,124948,108333.305875,122265.178,24065.875,27327,36482.625,41489,16058,36.359467,32.305069,2214.362875,368.33125,2.43,1.15,FALSE,3,0.000327810838832991,0.000290996790664917,0.000335625934299035,0.000297382031374461,0.00151083087566939,0.00133053269660043,0.000996624201246484,0.000876364024199185,0.145104037893541,0.128776011372731,1.79,20.312551396648,0.000183134546834073,0.000187500521954768,2023-08-03,108113.375,106859.4375,106078.5625,120191.785714286,116518.866071429,115376.98125,112189.834672619
"216",108266.5,119625,105666.047688,116221.322,21871.625,23602,35220.875,38244,14902,34.938893,34.607561,1807.55625,792.896063,2.47,1.22,FALSE,3,0.000322711946908785,0.00029207016091954,0.000330653921145646,0.000300623778827778,0.0015974530013202,0.00148033611558343,0.000991993895665568,0.000913578417529547,0.137964549449737,0.124861923184953,1.845,18.9370693766938,0.000174911624340805,0.000179216217423114,2023-08-04,110916,108113.375,107511.4375,117402.1875,115922.392857143,115128.579166667,112498.995337302
"217",104424.375,119326,101180.487688,115600.021,23596.4375,26803,35713.75,41143,15790,31.91312,23.820279,2429.363875,814.523438,2.53,1.22,TRUE,3,0.000305609873173768,0.0002674448150445,0.000315407849173521,0.000276065001752898,0.00135245500512524,0.00119065477745029,0.000893580763711456,0.000775663417835355,0.151515516564021,0.132526191098336,1.875,17.0203306666667,0.000162991932359343,0.000168217519559211,2023-08-05,108266.5,110916,108629.604166667,113716.017857143,115485.816964286,115166.55625,112030.082539683
"218",101825.625,115632,98248.841063,111575.052,24695.4375,28322,35342.125,40291,13820,33.437155,35.190337,2470.49225,1106.291688,2.53,1.22,TRUE,3,0.000328376624253472,0.000289168698976062,0.000340331291832329,0.000299683077898095,0.00135398107443936,0.00118060712520302,0.000946099166363086,0.000829891414956194,0.136050597823485,0.119821419131382,1.875,17.8331493333333,0.000175134199601852,0.000181510022310576,2023-08-06,104424.375,108266.5,109098.625,109427.196428571,115243.535714286,114690.764583333,110191.832787698
"219",111733.0625,122439,106542.47625,116345.995,26908.75,30306,40515.9375,45424,11828,38.532382,35.623717,2367.482625,2823.103625,2.53,1.16,FALSE,3,0.00034486105668141,0.00031470676826828,0.000361662159133456,0.000331187867704428,0.00143196476982394,0.00127144400448756,0.000951042586636432,0.00084828244980627,0.106204306196297,0.0968941572293142,1.845,20.8847598915989,0.000186916561886943,0.000196022850478838,2023-08-07,101825.625,104424.375,107868.958333333,107136.5625,115430.5625,114124.222916667,108468.384375
"220",110663.625,122068,105298.939438,115792.643,25310.625,27945,38970.8125,42667,16668,32.868139,37.93872,3128.239563,2236.446,2.65,1.23,FALSE,3,0.000297009419310094,0.000269260895566406,0.000312141216002966,0.000283853430999066,0.00129859057214115,0.00117617244587583,0.000843403996260021,0.000770340989523519,0.150915606993716,0.136857642625422,1.94,16.9423396907216,0.000153097638819636,0.000160897534022147,2023-08-08,111733.0625,101825.625,104838.833333333,106852.401785714,115285.879464286,113677.783333333,109035.597569444
"221",112171.5,127043,108021.287875,122308.83,25545.0625,29100,39526.5,45652,15507,33.996771,39.024933,3042.9785,1107.233625,2.77,1.29,FALSE,3,0.000303078509247001,0.000267600505340711,0.000314722881654034,0.00027795843521682,0.00133085487655393,0.00116827391752577,0.000860100717240332,0.000744694011215281,0.138546750030088,0.122368213384445,2.03,16.7471778325123,0.000149299758249754,0.000155035902292628,2023-08-09,110663.625,111733.0625,105994.354166667,107448.339285714,114866.3125,113910.829166667,110769.420436508
"222",106120.1875,115857,103010.707438,110982.704,23294.375,25244,35837.125,38759,14900,35.206151,49.486289,1505.1455,1604.334563,2.91,1.4,FALSE,3,0.000331757338819251,0.000303875907368566,0.000341771762136376,0.000317221961000337,0.00151135847173406,0.0013946344081762,0.000982393286291799,0.000908334864160582,0.140738595575889,0.129033949515351,2.155,16.3369610208817,0.000153947721029815,0.000158594785214096,2023-08-10,112171.5,110663.625,108074.104166667,107991.794642857,114091.790178571,114323.470833333,111219.380803571
"223",111385.875,125835,106081.582563,119583.4,25430.5,29025,37851.875,43315,13857,36.922796,46.59099,2320.054313,2984.238125,2.81,1.3,FALSE,3,0.000331485441937768,0.000293422306989311,0.000348060380585595,0.000308761885010796,0.00145190995064981,0.0012721032213609,0.00097545487508875,0.00085242516449267,0.124736846534626,0.110490650375492,2.055,17.967297323601,0.000161306784397941,0.000169372447973526,2023-08-11,106120.1875,112171.5,111522.729166667,108571.526785714,112986.857142857,114435.808333333,110968.101488095
"224",109417,125277,104424.137563,119550.27,25672.9375,29724,38294.1875,44732,14128,41.886447,50.642868,2853.05875,2139.803688,2.63,1.3,TRUE,3,0.000382814800259557,0.000334350654948634,0.000401118438490618,0.000350366812220499,0.00163154087840552,0.00140917935002019,0.0010938069126026,0.000936386635965304,0.129503518164453,0.113178339743129,1.965,21.3162580152672,0.00019481669224405,0.000204131520860365,2023-08-12,111385.875,106120.1875,109651.770833333,107886.410714286,110801.214285714,114078.5125,109987.328472222
"225",108503.75,124444,104969.142688,120911.148,26391.625,30236,38946.125,45134,16013,41.050569,45.654276,2625.30425,909.303063,2.63,1.3,TRUE,3,0.000378333182032879,0.00032987182186365,0.000391072728125585,0.000339510207942116,0.00155543923498458,0.00135767194734753,0.00105403474671742,0.000909526498870032,0.14795848594173,0.129043218443637,1.965,20.8908748091603,0.000192535970500193,0.000199019200063911,2023-08-13,109417,111385.875,109892.520833333,108332.035714286,108879.616071429,113761.402083333,110278.074950397
"226",111886.375,122130,107569.327188,116186.47,27038.25,30087,40233.6875,45306,18716,42.386426,46.937661,1833.308125,2483.739688,2.63,1.28,FALSE,3,0.000378834563189665,0.000347059903381643,0.000394038218031436,0.000364813785976973,0.00156764679666768,0.00140879536012231,0.00105350587116828,0.000935558778086788,0.167655681274865,0.153630865970687,1.955,21.6810363171356,0.000193777270173741,0.000201554075719405,2023-08-14,108503.75,109417,108974.354166667,109045.267857143,108090.915178571,113293.770833333,109554.176339286
"227",111591.375,120754,106516.904438,115763.872,26927.8125,29762,42375,46620,16302,46.204941,43.153463,2136.317563,2938.153,2.74,1.44,FALSE,3,0.000414054769017767,0.000382636939563079,0.000433780358561719,0.000399130922296725,0.00171588171152038,0.00155248104966064,0.00109038208849558,0.000991096975546976,0.146500613878089,0.13535910581016,2.09,22.1076272727273,0.000198112329673573,0.000207550410795081,2023-08-15,111886.375,108503.75,109768.875,109999.285714286,108425.84375,113009.204166667,110265.555605159
"228",108836.9375,120941,105330.469375,116768.172,25085.8125,28115,39815.3125,44982,15228,34.659752,27.032446,2469.6835,1036.784625,2.66,1.41,FALSE,3,0.000318455781613664,0.000286583970696455,0.000329057225375153,0.000296825336959116,0.00138164757469984,0.00123278506135515,0.000870513122306901,0.000770524921079543,0.140234189812627,0.126136152719094,2.035,17.0318191646192,0.000156489327574282,0.000161698882248232,2023-08-16,111591.375,111886.375,109935.708333333,110021.1875,108734.763392857,113022.63125,110865.340079365
"229",111095.5625,123940,104169.983188,116600.24,25931.875,29130,40845.3125,46601,13841,35.024609,34.563618,2102.064375,4823.514938,2.55,1.36,FALSE,3,0.000315265598479687,0.00028259326286913,0.000336225541447862,0.000300381963193215,0.00135063928080789,0.00120235526948163,0.000857493965800849,0.00075158492307032,0.124901699912632,0.111953877827981,1.955,17.9154010230179,0.000161261175692935,0.000171982374142129,2023-08-17,108836.9375,111591.375,110660.5,110153.723214286,109072.758928571,113199.483333333,110585.796329365
"230",104674.1875,113944,100124.791125,107952.951,25393.9375,28173,38649.75,42402,12395,28.960725,24.842336,3049.911313,1499.485063,2.56,1.25,FALSE,3,0.000276674944336205,0.00025416630098996,0.000289246296292835,0.000268271730709798,0.00114045822944945,0.00102796028112022,0.000749312091281315,0.000683003749823122,0.118691733098,0.108999529031805,1.905,15.2024803149606,0.000145236191252601,0.000151835326137971,2023-08-18,111095.5625,108836.9375,110771.5625,109677.357142857,109124.441964286,112817.779166667,110387.273462302
"231",92378.875,103571,86227.596875,97743.985,21805.75,24699,30927.75,34622,12601,23.713492,19.627741,3283.118313,2868.159813,2.45,1.25,TRUE,3,0.000256698211577052,0.000228958801208833,0.000275010470654497,0.000242608197322833,0.00108748802494755,0.000960099275274303,0.000766738349863795,0.000684925538674831,0.136662342900365,0.121854841036584,1.85,12.8181037837838,0.000138755790041649,0.00014865430846189,2023-08-19,104674.1875,111095.5625,110507.958333333,110388.125,109137.267857143,112607.175,109735.046031746
"232",103606.8125,123595,99862.022625,119942.968,24018.375,28559,34192.1875,41556,10852,33.140579,43.490335,3197.268375,547.5215,2.45,1.25,TRUE,3,0.000319868724848571,0.000268138508839354,0.00033186368680363,0.000276302809181777,0.00137980104815584,0.00116042504989671,0.000969244187725632,0.000797492034844547,0.105062015868889,0.0881547824345645,1.85,17.9138264864865,0.00017290201343166,0.000179385776650611,2023-08-20,92378.875,104674.1875,108202.229166667,109429.3125,108880.674107143,112214.18125,105963.243253968
"233",121656.25,138627,118629.59425,135688.176,27742.5625,31753,41944.9375,49024,7561,47.039716,37.960311,2051.066813,975.588938,2.45,1.23,FALSE,3,0.000386660907269458,0.000339325787905675,0.000396525979013875,0.000346675129600091,0.0016955793467168,0.00148142588101912,0.00112146349008149,0.000959524233028721,0.0625371874934498,0.0548158750532003,1.84,25.5650630434783,0.000210141797429053,0.000215503249464062,2023-08-21,103606.8125,92378.875,102716.208333333,106995.294642857,108020.28125,111392.541666667,104185.002232143
"234",112801.3125,125154,109781.986313,121449.154,24875.4375,27384,35787.625,39383,7369,36.078227,33.628381,2266.477375,752.848813,2.58,1.27,FALSE,3,0.000319838716415645,0.000288270666538824,0.000328635217959504,0.000297064457114292,0.00145035547615997,0.00131749295208881,0.00100812018120789,0.000916086306274281,0.0656470927765136,0.0591481565191684,1.925,18.7419361038961,0.000166149982553582,0.000170719593745197,2023-08-22,121656.25,103606.8125,100219.958333333,106295.732142857,108147.508928571,111124.154166667,108508.402678571
"235",113115.8125,128001,107284.306938,121887.66,23051.375,25787,34535.6875,39222,8277,35.162792,27.83862,3053.188375,2778.317188,2.61,1.34,FALSE,3,0.000310856556858485,0.000274707166350263,0.000327753359308372,0.00028848524945019,0.00152540974236895,0.00136358599294218,0.00101815815886103,0.000896506858395798,0.0734836501483822,0.0648810448355872,1.975,17.8039453164557,0.000157395724991638,0.000165951068004239,2023-08-23,112801.3125,121656.25,105880.645833333,107691.428571429,108856.308035714,111785.829166667,111445.295684524
"236",117766.0625,130672,111459.34225,123469.434,23720.3125,26581,33967,37268,8961,36.880849,39.698487,1842.513063,4464.207188,2.59,1.21,FALSE,3,0.000313170434818605,0.000282239875413248,0.000330890603295302,0.000298704284981172,0.00155482137935577,0.00138748914638275,0.00108578470279978,0.000989611704411291,0.0764047014733128,0.0688800851521366,1.9,19.4109731578947,0.000164826544641371,0.00017415294910279,2023-08-24,113115.8125,112801.3125,112688.125,107864.276785714,109009,112084.166666667,111260.44890873
